"","NGAsubEQID","Station_Name","M","Rp","Period","dWe"
"82","4000001","42315",9.12,491.306388389859,-1,-0.484216179925896
"83","4000001","42328",9.12,453.972289949404,-1,0.00378909293257657
"84","4000001","42338",9.12,503.886515463545,-1,-0.453412308695476
"85","4000001","47235",9.12,337.038919508053,-1,-0.472786075287815
"86","4000001","47236",9.12,324.919804502226,-1,-0.877322804591373
"87","4000001","47237",9.12,295.124722586322,-1,-0.133663461844431
"88","4000001","47244",9.12,228.194645620294,-1,-0.604295051526832
"89","4000001","47245",9.12,245.349403615838,-1,-0.827594987196351
"90","4000001","47247",9.12,278.352651806258,-1,-0.39408128400402
"91","4000001","47256",9.12,326.408750452182,-1,-0.216952939551945
"92","4000001","47259",9.12,308.457012385561,-1,0.183026110523406
"93","4000001","47261",9.12,443.309607629294,-1,-0.288544971632061
"94","4000001","47262",9.12,429.182849472089,-1,-0.226321602702254
"95","4000001","47263",9.12,416.081996733432,-1,0.377393133624946
"96","4000001","47264",9.12,455.575489992617,-1,0.285523695118203
"97","4000001","47265",9.12,481.491960189686,-1,-0.102864899314735
"98","4000001","47268",9.12,498.089116909752,-1,0.0875528693516698
"99","4000001","47285",9.12,511.632994946254,-1,-0.1036155352662
"100","4000001","47351",9.12,368.394009145451,-1,-0.798905180969699
"101","4000001","47370",9.12,367.5719808184,-1,-0.522036998041948
"102","4000001","47373",9.12,461.236900302403,-1,0.84603866330481
"103","4000001","47374",9.12,265.829390476762,-1,0.0461535871896719
"104","4000001","47376",9.12,293.335334562116,-1,-0.574673250329404
"105","4000001","47426",9.12,535.425036528502,-1,0.113788111450717
"106","4000001","47576",9.12,458.467296538699,-1,-0.0981257786037975
"107","4000001","47581",9.12,382.186588393101,-1,-0.978550585855949
"108","4000001","47584",9.12,316.497465646875,-1,-0.353725936674762
"109","4000001","47590",9.12,240.339707814826,-1,0.0808957483394455
"110","4000001","47592",9.12,228.322585765148,-1,-0.499480960268182
"111","4000001","47595",9.12,264.386729101635,-1,-0.376317123801241
"112","4000001","47597",9.12,299.822908114212,-1,0.181291178863165
"113","4000001","47598",9.12,270.155066970632,-1,0.184251628589696
"114","4000001","47615",9.12,351.044792630293,-1,0.125064406723124
"115","4000001","47620",9.12,496.147493264292,-1,0.0700515172208083
"116","4000001","47622",9.12,450.164446912435,-1,-0.309958167812096
"117","4000001","47624",9.12,411.260210691106,-1,-0.367290541574668
"118","4000001","47626",9.12,404.612994106296,-1,0.00724449307912201
"119","4000001","47629",9.12,329.551702322103,-1,0.596432639030947
"120","4000001","47638",9.12,486.909188011874,-1,0.290216272022979
"121","4000001","47640",9.12,484.168809932833,-1,0.550694132676404
"122","4000001","47641",9.12,433.687682237149,-1,0.171507230954104
"123","4000001","47648",9.12,364.614595230218,-1,0.0400621701959198
"124","4000001","47656",9.12,541.703313459898,-1,-0.360316347689447
"125","4000001","47662",9.12,414.972912099592,-1,0.363149919942075
"126","4000001","47666",9.12,545.99331871093,-1,-0.355339595762003
"127","4000001","47670",9.12,439.192603553091,-1,0.453824232569726
"128","4000001","47671",9.12,424.067274797691,-1,0.597976561009239
"129","4000001","47672",9.12,470.424323717657,-1,0.630205399075087
"130","4000001","47674",9.12,434.279230795163,-1,-0.0403317632519675
"131","4000001","47675",9.12,508.857972025729,-1,-0.301055210758099
"132","4000001","47677",9.12,555.119083631557,-1,-0.529224789344195
"133","4000001","47682",9.12,405.451126581136,-1,0.530170838212954
"134","4000001","47686",9.12,379.801209484816,-1,0.36244655772938
"135","4000001","ACHI2",9.12,553.641869964648,-1,-0.0310565326893757
"136","4000001","AGEMATU",9.12,537.761605424188,-1,-0.133279091823886
"137","4000001","AIC008",9.12,587.889300099654,-1,0.0207848466107003
"138","4000001","AISARI",9.12,284.350621386932,-1,-0.265214124189868
"139","4000001","AKAN-S",9.12,644.954854155184,-1,-0.386138969973616
"140","4000001","AKECHI",9.12,588.322389757175,-1,-0.140507822585507
"141","4000001","ANEZAKI",9.12,417.95581985037,-1,0.471402917633891
"142","4000001","ARAI",9.12,614.790727205802,-1,-0.0804551565028238
"143","4000001","ASAHI",9.12,591.929899072656,-1,-0.125722814072974
"144","4000001","ASHIO",9.12,374.248071189849,-1,-0.397500529860639
"145","4000001","ASHIRO",9.12,353.673168123076,-1,-0.44495066760954
"146","4000001","ASHIYASU",9.12,499.947488553164,-1,-0.66108667555203
"147","4000001","ASUKE",9.12,601.467782662226,-1,0.103556696693472
"148","4000001","ATAMI",9.12,491.253406624317,-1,-0.369746853559872
"149","4000001","ATSUGI1",9.12,456.925826623018,-1,0.586303117523232
"150","4000001","ATSUMI",9.12,654.421785821637,-1,-0.25296049137389
"151","4000001","AWANO",9.12,366.920524950983,-1,0.0167177070603106
"152","4000001","BATOU",9.12,321.868936358138,-1,0.998557152590108
"153","4000001","BEKKAI-E",9.12,693.851310570341,-1,-0.599638614911315
"154","4000001","BEKKAI-W",9.12,685.534337372427,-1,-0.452241287938332
"155","4000001","BIRATORI",9.12,578.36565800128,-1,-0.0881060134023026
"156","4000001","BIRATORI-E",9.12,589.521199219545,-1,0.164582274687066
"157","4000001","BIRATORI-W",9.12,589.612538877928,-1,0.259909080301149
"158","4000001","CHIBA1",9.12,404.12243121247,-1,0.517393709193275
"159","4000001","CHICHIBU",9.12,433.531900335713,-1,0.395355453396427
"160","4000001","CHIKURA",9.12,464.202545835801,-1,0.611467194734453
"161","4000001","CHINO",9.12,496.019052364375,-1,-0.434227950681853
"162","4000001","CHITOSE1",9.12,602.337657085593,-1,-0.102202556083535
"163","4000001","CHITOSE2",9.12,611.910589898859,-1,0.206081990622724
"164","4000001","CHOHSHI",9.12,365.921264246769,-1,0.180801784456508
"165","4000001","CHOKUBETSU",9.12,614.870704998112,-1,0.081018566794977
"166","4000001","CHOUNAN",9.12,417.335275804517,-1,0.377467284174946
"167","4000001","DAIGO1",9.12,308.935406509918,-1,0.265525178527258
"168","4000001","DAIGO2",9.12,307.864452380837,-1,0.141556658421302
"169","4000001","DAITOH",9.12,257.497680151877,-1,-0.268594249348582
"170","4000001","ECHUJIMA",9.12,414.901535032709,-1,0.350176710725602
"171","4000001","EDOSAKI2",9.12,368.397243201196,-1,0.575298789810074
"172","4000001","ENA",9.12,578.627338371462,-1,0.0434481983941049
"173","4000001","ENZAN",9.12,473.544492376849,-1,0.376396150368587
"174","4000001","ERIMO",9.12,523.441904182307,-1,-0.448411567985907
"175","4000001","ERIMOMISAKI",9.12,516.471531375365,-1,-0.453133177586569
"176","4000001","FIJINO",9.12,452.413427628026,-1,-0.0680142507536594
"177","4000001","FUCHU",9.12,432.102615055485,-1,0.202933075906395
"178","4000001","FUDAI",9.12,330.660753999603,-1,-0.301647223201441
"179","4000001","FUJIEDA",9.12,558.568668656291,-1,0.269621834167836
"180","4000001","FUJIMI1",9.12,495.140103133665,-1,-0.036121462869483
"181","4000001","FUJIMI2",9.12,489.283011296717,-1,0.0708904217789419
"182","4000001","FUJINO",9.12,452.132610502661,-1,0.0987070730148685
"183","4000001","FUJINOMIYA",9.12,513.22762220532,-1,0.170193908063377
"184","4000001","FUJIOKA",9.12,607.141233315077,-1,0.0564026889166389
"185","4000001","FUJISAWA1",9.12,455.075168404993,-1,0.219499848044703
"186","4000001","FUJISAWA2",9.12,249.288591168584,-1,-0.217987463512943
"187","4000001","FUJIWARA",9.12,346.99807829881,-1,-0.459831088984068
"188","4000001","FUJIYOSHIDA",9.12,483.268722493717,-1,0.0969471594427578
"189","4000001","FUKUCHIYAMA",9.12,759.694480420059,-1,0.0960719290007113
"190","4000001","FUKUSHIMA",9.12,263.728854900669,-1,-0.445725485261
"191","4000001","FUNEHIKI",9.12,265.616539211311,-1,-0.0153765678602542
"192","4000001","FURUDONO",9.12,280.59715490855,-1,-0.13056579326562
"193","4000001","FURUKAWA",9.12,252.309803720391,-1,0.356429313268461
"194","4000001","FUTAMATAGAWA",9.12,443.681175377213,-1,0.38373155319317
"195","4000001","FUTTSU1",9.12,437.250318212396,-1,0.431122185350585
"196","4000001","FUTTSU2",9.12,439.974036166757,-1,0.286018200009098
"197","4000001","GEINOU",9.12,685.025901184373,-1,-0.00681510006522679
"198","4000001","GERO",9.12,571.500069617604,-1,-0.379251712436284
"199","4000001","GERO-N",9.12,571.086893489008,-1,0.0495736224623813
"200","4000001","GIFH03",9.12,627.800590355149,-1,-0.313939546387833
"201","4000001","GIFH23",9.12,610.346502424166,-1,-0.145838264146514
"202","4000001","GN1",9.12,237.968769558331,-1,0.282266751467542
"203","4000001","GOTEMBA",9.12,486.464683191153,-1,0.972923454691161
"204","4000001","GOZENYAMA",9.12,325.163428112603,-1,0.389198105620803
"205","4000001","Ground Observation Point",9.12,218.604957545593,-1,-0.177543717309105
"206","4000001","GS1",9.12,238.489734956021,-1,0.0307784115746932
"207","4000001","GYOUTOKU",9.12,406.73989640182,-1,0.404460669340051
"208","4000001","HABUMINATO",9.12,510.104020164414,-1,-0.23771415127966
"209","4000001","HACHIEDA",9.12,414.853333875007,-1,0.692641649637861
"210","4000001","HACHIJOH",9.12,637.200659129858,-1,0.0388074103747311
"211","4000001","HACHINOHE1",9.12,388.181697722651,-1,-0.00630823383126833
"212","4000001","HACHINOHE2",9.12,381.540795406729,-1,-0.421366872530761
"213","4000001","HACHIOHJI1",9.12,442.173221288887,-1,0.181816701695483
"214","4000001","HACHIOHJI2",9.12,437.526024933555,-1,0.326136402337983
"215","4000001","HADANO",9.12,466.593324147905,-1,0.0498679163107822
"216","4000001","HAGA",9.12,338.645067942351,-1,1.10445510107967
"217","4000001","HAIBARA",9.12,569.273119032603,-1,0.121280413251369
"218","4000001","HAMAMATSU1",9.12,604.43068664575,-1,-0.408808777795726
"219","4000001","HAMAMATSU2",9.12,603.145299755548,-1,-0.00362525550856496
"220","4000001","HAMANAKA",9.12,675.342244547802,-1,-1.14412325355441
"221","4000001","HAMAOKA",9.12,582.474426916593,-1,-0.060094741719686
"222","4000001","HANAMAKI-S",9.12,292.448311697406,-1,-0.032904639740289
"223","4000001","HANNOH1",9.12,427.602324364141,-1,-0.220462968557371
"224","4000001","HANNOH2",9.12,429.055038316893,-1,0.123324918759238
"225","4000001","HARAMACHI",9.12,236.54258341151,-1,-0.225112314436038
"226","4000001","HARUNO",9.12,573.446641777434,-1,-0.187679025103751
"227","4000001","HASE",9.12,511.46635609921,-1,0.15467789870166
"228","4000001","HASUNUMA",9.12,389.07064883949,-1,0.488685170964352
"229","4000001","HAYAKAWA1",9.12,515.962867258811,-1,0.0949646479695907
"230","4000001","HAYAKAWA2",9.12,516.033064012229,-1,-0.29310788050256
"231","4000001","HAYAKAWAKITA",9.12,511.179513688873,-1,0.153491532535779
"232","4000001","HAYAKITA",9.12,597.93310945798,-1,-0.641441526926265
"233","4000001","HAYAMA",9.12,455.187906449428,-1,0.140914193154199
"234","4000001","HAZU",9.12,639.023510293283,-1,-0.452341386537553
"235","4000001","HICHISOH",9.12,594.163395988337,-1,-0.318958341148194
"236","4000001","HIDAKA1",9.12,420.012400056914,-1,0.146988525074736
"237","4000001","HIDAKA2",9.12,606.936774483062,-1,0.00831109378583639
"238","4000001","HIGASHIIZU",9.12,518.188607203783,-1,-0.459890347394495
"239","4000001","HIGASHIMATSUYAMA",9.12,409.82099404642,-1,-0.00635145764739242
"240","4000001","HIGASHISHIRAHIGE",9.12,409.005910753791,-1,0.21124046836471
"241","4000001","HIGASHISHIRAKAWA",9.12,574.400088578591,-1,0.0164684559864994
"242","4000001","HIKAWA",9.12,443.83533847713,-1,-0.256419391696306
"243","4000001","HINO",9.12,688.838399482041,-1,0.0494376439069666
"244","4000001","HINOHARA",9.12,445.413420310247,-1,-0.272568966472708
"245","4000001","HINOHARA-S",9.12,448.374024601224,-1,-0.0120944812251587
"246","4000001","HIRATA",9.12,273.873274111309,-1,0.498534157475089
"247","4000001","HIRATSUKA",9.12,462.34598199727,-1,0.508753377915113
"248","4000001","HIRAYA",9.12,571.117249025036,-1,-0.143183611956258
"249","4000001","HIRONO",9.12,248.439795322242,-1,0.235482958148726
"250","4000001","HITACHI",9.12,306.386519833047,-1,1.04188365244755
"251","4000001","HITACHINAKA",9.12,324.186322456875,-1,0.4548545064821
"252","4000001","HOBETSU1",9.12,595.844248240274,-1,-0.307809309893416
"253","4000001","HOBETSU2",9.12,607.14604590688,-1,0.383748499408473
"254","4000001","HOKOTA",9.12,345.248075770843,-1,1.19467568611653
"255","4000001","HONBETSU",9.12,638.459743928436,-1,-0.531835479842439
"256","4000001","HONJOH",9.12,411.209788949766,-1,0.105480036882861
"257","4000001","HONKAWANE",9.12,550.556798917962,-1,-0.0584981714218697
"258","4000001","HOROKESHI",9.12,591.899716109925,-1,0.189010281216003
"259","4000001","ICHIBA",9.12,431.342217451969,-1,0.260593171907309
"260","4000001","ICHIKAWA-KITA",9.12,398.944208524522,-1,0.323451532671157
"261","4000001","ICHINOHE",9.12,348.355966226242,-1,-0.165404701045254
"262","4000001","ICHINOSEKI",9.12,262.721166080717,-1,0.355037195525723
"263","4000001","ICHINOSEKI-E",9.12,269.848765851784,-1,-0.0892719516134881
"264","4000001","ICHINOSEKI-W2",9.12,278.359198783491,-1,-0.497204274656913
"265","4000001","IIDA1",9.12,536.744263104767,-1,0.0177762653859546
"266","4000001","IIDA2",9.12,543.908209211635,-1,-0.183372509901764
"267","4000001","IITATE",9.12,248.486591455353,-1,-0.389075478883879
"268","4000001","IKEDA",9.12,617.136123083184,-1,-0.202417507583881
"269","4000001","IMAICHI1",9.12,351.335829765715,-1,0.826866657259069
"270","4000001","IMAICHI2",9.12,348.727420204819,-1,-0.115572826699187
"271","4000001","INA1",9.12,518.720642366203,-1,0.094235265720737
"272","4000001","INA2",9.12,520.643699618323,-1,0.0831914247380126
"273","4000001","INAGE",9.12,404.139853563217,-1,0.625918019958212
"274","4000001","ISESAKI1",9.12,407.830396314591,-1,0.410404487444308
"275","4000001","ISESAKI2",9.12,407.300493417994,-1,0.255015015569874
"276","4000001","ISHIDORIYA",9.12,299.824901980343,-1,-0.510708758388361
"277","4000001","ISHINOMAKI",9.12,229.151354696727,-1,0.0618584968717997
"278","4000001","ISHIOKA",9.12,351.958206641091,-1,0.564390892204918
"279","4000001","ITOH",9.12,503.846107844629,-1,-0.26240633221457
"280","4000001","ITOH-C",9.12,506.206690182749,-1,-0.283577148406198
"281","4000001","IWAI",9.12,379.189386554192,-1,0.497043598905412
"282","4000001","IWAIZUMI1",9.12,314.802988871029,-1,-0.5154272776625
"283","4000001","IWAIZUMI2",9.12,317.298056354794,-1,-0.0287871632986212
"284","4000001","IWAKI",9.12,261.123826222498,-1,0.0505795187520262
"285","4000001","IWAKI-E",9.12,262.160878856081,-1,0.636531314557639
"286","4000001","IWANUMA1",9.12,239.010880315069,-1,0.226884288364142
"287","4000001","IWANUMA2",9.12,240.669049180967,-1,-0.341517767498278
"288","4000001","IWASE",9.12,346.113086584874,-1,1.08693335469388
"289","4000001","JYUUOH",9.12,303.845466887925,-1,0.280784769024924
"290","4000001","KADOMA",9.12,304.249754555416,-1,-0.641986489461662
"291","4000001","KAIDA",9.12,539.198521007591,-1,-0.406914014691684
"292","4000001","KAKAMIGAHARA",9.12,618.930729374398,-1,-0.254635305614415
"293","4000001","KAKEGAWA",9.12,581.26417319241,-1,0.312443901529421
"294","4000001","KAKEGAWA3",9.12,572.71922410917,-1,0.261639513909549
"295","4000001","KAKOGAWA",9.12,808.383007499089,-1,-0.391779186389974
"296","4000001","KAMAISHI1",9.12,267.213403887613,-1,-0.14628839872744
"297","4000001","KAMAISHI2",9.12,267.990164066141,-1,-0.344073732478468
"298","4000001","KAMAKURA",9.12,453.823447869217,-1,0.275335492369931
"299","4000001","KAMBARA",9.12,517.891390152261,-1,-0.0717721726080409
"300","4000001","KAMEIDO",9.12,411.100459070234,-1,0.253188140334291
"301","4000001","KAMEOKA",9.12,743.713103054699,-1,0.230087285633187
"302","4000001","KAMIIZUMI",9.12,425.788246005109,-1,-0.0479474431393765
"303","4000001","KAMIKUISHIKI",9.12,492.039648334571,-1,0.239201152044995
"304","4000001","KAMITONDA",9.12,825.986407056903,-1,-0.0855834905682007
"305","4000001","KAMOGAWA-S",9.12,447.945006359354,-1,0.582904667817583
"306","4000001","KAMOGAWA1",9.12,445.537073931169,-1,0.233927270856421
"307","4000001","KAMOGAWA2",9.12,449.326346263669,-1,0.417554495913387
"308","4000001","KANAYAMA1",9.12,584.700571158559,-1,-0.388448189821568
"309","4000001","KANAYAMA2",9.12,588.636847021126,-1,0.0590163904187422
"310","4000001","KANEGASAKI",9.12,283.440069559472,-1,-0.219462287276853
"311","4000001","KANNA",9.12,435.28040172327,-1,-0.0172650165289334
"312","4000001","KANNAMI",9.12,501.010633088875,-1,0.0804876120981879
"313","4000001","KANUMA",9.12,356.752021891951,-1,0.173604056038321
"314","4000001","KARAKUWA",9.12,244.316637780653,-1,-0.358449956277641
"315","4000001","KARUMAI",9.12,358.006836921809,-1,-0.743513889407068
"316","4000001","KASAMA",9.12,340.2337514982,-1,1.08798959286175
"317","4000001","KASHIMA",9.12,353.522177466799,-1,0.505835739469847
"318","4000001","KASUGA",9.12,651.612656019973,-1,-0.188647406550773
"319","4000001","KASUGAI",9.12,611.578300978282,-1,-0.397589584687379
"320","4000001","KASUKABE",9.12,393.97990223863,-1,0.376997541818296
"321","4000001","KASUMIGAURA",9.12,358.478935659432,-1,0.376715935077593
"322","4000001","KATANO",9.12,741.315718414014,-1,0.259002159914677
"323","4000001","KATSURAO",9.12,251.462086269288,-1,-0.0666647339748221
"324","4000001","KATSUURA",9.12,433.296460569904,-1,0.229159074574937
"325","4000001","KATSUURAHIGASHI",9.12,431.457649204291,-1,0.228706828812247
"326","4000001","KAWAGOE",9.12,413.846610648199,-1,0.0425828283687544
"327","4000001","KAWAI",9.12,296.793925847805,-1,-0.529034832539314
"328","4000001","KAWAI-N",9.12,301.963269826216,-1,-0.346114651357679
"329","4000001","KAWAKAMI1",9.12,466.917122406229,-1,-0.225562556905659
"330","4000001","KAWAKAMI2",9.12,747.463832931801,-1,-0.0300049237577895
"331","4000001","KAWAMATA",9.12,257.58777612094,-1,-0.492673934921537
"332","4000001","KAWAMOTO",9.12,412.587563468612,-1,0.265518223675465
"333","4000001","KAWANA",9.12,503.094213644211,-1,-0.347316944827624
"334","4000001","KAWANE",9.12,564.670975734553,-1,-0.129336532060998
"335","4000001","KAWAUCHI",9.12,254.216194665137,-1,-0.0941873342389874
"336","4000001","KAWAZU",9.12,525.096558332414,-1,-0.222688338076615
"337","4000001","KESENNUMA",9.12,244.817062975324,-1,-0.357801801483919
"338","4000001","KIHOU",9.12,782.239365375531,-1,0.280828335883245
"339","4000001","KIRYUH",9.12,393.349582900728,-1,0.443918242443913
"340","4000001","KISARADU",9.12,432.163156399412,-1,0.522461207106114
"341","4000001","KISO",9.12,525.081528200096,-1,-0.283005520278514
"342","4000001","KISOFUKUSHIMA",9.12,534.827307346496,-1,-0.525936601910359
"343","4000001","KITAKAMI1",9.12,229.934251296643,-1,-0.270346457741145
"344","4000001","KITAKAMI2",9.12,287.652278975317,-1,0.0890588522147504
"345","4000001","KITATAKAOKA",9.12,335.066345970098,-1,0.171649634197018
"346","4000001","KIYOKAWA",9.12,459.831506929432,-1,0.271315726895684
"347","4000001","KIYOSU",9.12,631.442293704592,-1,-0.449224660793208
"348","4000001","KOFU2",9.12,481.639905725939,-1,-0.033253501690709
"349","4000001","KOGA",9.12,382.74544744049,-1,0.14867610204921
"350","4000001","KOGANEI",9.12,427.069854245047,-1,0.163218262545025
"351","4000001","KOHFU",9.12,486.776197635527,-1,-0.0520666841838722
"352","4000001","KOHRIYAMA",9.12,280.164633047741,-1,0.0960913685649056
"353","4000001","Koken-U",9.12,452.753541632188,-1,0.117049369146933
"354","4000001","KOMAGANE",9.12,525.410972233944,-1,0.0355595106753179
"355","4000001","KOMORO",9.12,458.796551335108,-1,-0.435926362003863
"356","4000001","KONOHANA",9.12,770.558911009664,-1,1.0556924225971
"357","4000001","KOORIYAMA",9.12,277.477070619241,-1,-0.118018526651737
"358","4000001","KOSAI",9.12,614.818970160341,-1,-0.370110004199705
"359","4000001","KOUMI",9.12,467.123095278183,-1,-0.72010742558857
"360","4000001","KUJI",9.12,347.650180693218,-1,-0.322567789623203
"361","4000001","KUJI-N",9.12,355.354799499347,-1,-0.634409752519035
"362","4000001","KUJI-S",9.12,339.539969123203,-1,-0.629107212572769
"363","4000001","KUMAGAYA",9.12,404.29865334807,-1,0.109768539895675
"364","4000001","KUMIYAMA",9.12,730.807381008632,-1,-0.388736439596572
"365","4000001","KUNOHE",9.12,349.728023497479,-1,-0.236160381258338
"366","4000001","KUROISO",9.12,317.020815902577,-1,0.29150375771261
"367","4000001","KUROTAKI",9.12,758.453717541456,-1,0.113901769768689
"368","4000001","KUZUMAKI1",9.12,338.849029674996,-1,-0.684686969174404
"369","4000001","KUZUMAKI2",9.12,328.499710955118,-1,-0.638663519875448
"370","4000001","KUZUU",9.12,376.103965944497,-1,-0.155112808937418
"371","4000001","KYOTO",9.12,726.258692358748,-1,-0.112436543503754
"372","4000001","MACHIDA",9.12,440.593811950558,-1,0.255963542317491
"373","4000001","MAEBASHI",9.12,409.194668092062,-1,0.141038971861332
"374","4000001","MAMBA",9.12,436.026153946514,-1,-0.336688896709177
"375","4000001","MASUHO",9.12,500.247678397061,-1,0.197306158530011
"376","4000001","MATSUDA",9.12,471.785861032272,-1,0.0830046995941198
"377","4000001","MATSUDO",9.12,400.377642925247,-1,0.31949478074108
"378","4000001","MATSUKAWA",9.12,535.684077061141,-1,-0.06265007962691
"379","4000001","MATSUSAKA",9.12,696.380266459297,-1,0.35433328279093
"380","4000001","MATSUZAKI",9.12,537.002962653476,-1,-0.400995139288345
"381","4000001","MEGURO",9.12,536.067618017342,-1,-0.262425775419989
"382","4000001","MEMURO",9.12,610.223029727023,-1,-0.0103369587675788
"383","4000001","MIDORI",9.12,389.18304165157,-1,-0.175907616330273
"384","4000001","MIEH06",9.12,720.2181049146,-1,0.300151902790208
"385","4000001","MIEH07",9.12,693.193208541785,-1,0.226596926217961
"386","4000001","MIHARU",9.12,265.785882254135,-1,0.241897005688672
"387","4000001","MINAMI",9.12,599.413808225976,-1,0.11505427725077
"388","4000001","MINAMICHITA",9.12,653.608737007996,-1,0.0163052260948635
