"","Period","c1","Global_a0","c4","c0","p_value","logLik","sigma","tau","phi"
"98",-1,-1.57648196486914,-0.000924897269301622,1.71728315583195,-3.46375077944348,-1.5,-970.496162572054,0.659311113780262,0.451643817749018,0.480321774067408
"99",-1,-1.62169043043885,-0.000865956867599754,1.75231438693828,-3.49019673616045,-1,-970.580495273163,0.668309776452726,0.464863077759309,0.480146098847461
"100",-1,-1.65765741473829,-0.0008263708104563,1.78646634011957,-3.5531474219648,-0.5,-974.082924675934,0.67738169808363,0.47673677834879,0.48121513802901
"101",-1,-1.72888023310204,-0.000729958830302322,1.85259028731127,-3.67168011064424,0.5,-981.019081980607,0.694615615645933,0.498841809735427,0.483371184866311
"102",-1,-1.77208882737181,-0.000668888694230815,1.88439427628197,-3.68412655226553,1,-981.510464127529,0.704029391650208,0.511879730079452,0.483359624132125
"103",-1,-1.81473660620175,-0.000610880565908801,1.91477097442078,-3.68761350801114,1.5,-981.615657905243,0.713345551151491,0.524751662068721,0.483215861188081
"104",-1,-1.85477611497985,-0.000560835918446475,1.94222752157558,-3.68040286061455,2,-982.078196196885,0.722089124122019,0.536574851043621,0.483218514134983
"105",-1,-1.89179571613075,-0.000516940788843692,1.96777459464873,-3.67311876769784,2.5,-983.050707282806,0.730377511126135,0.547500729656786,0.483419341549441
"106",-1,-1.92468340674526,-0.000479923219855987,1.99158932545933,-3.67311458401694,3,-984.122029066362,0.737905067695308,0.55728255145605,0.483673491906526
"107",-1,-1.95554624557438,-0.000445343006023668,2.01414152272874,-3.67399181490205,3.5,-984.395706755591,0.744731967870921,0.56630860061486,0.483653050066402
"108",-1,-1.98294545635016,-0.000416068830214721,2.03497399377886,-3.67913484858907,4,-984.644277698942,0.750797721272566,0.574273987660061,0.483638920440745
"109",-1,-2.00867387313991,-0.000389947439879468,2.05465815452304,-3.68388502921132,4.5,-984.587884288534,0.75642709287213,0.581710586925561,0.483523256824013
"110",-1,-2.03331217568384,-0.000366675060187753,2.07340766672378,-3.68673775399244,5,-984.264030611182,0.761819994840709,0.588876277710947,0.483316080932962
"111",-1,-2.05538655601733,-0.000348595528675515,2.09088614085015,-3.69242252315765,5.5,-983.587754331044,0.766723157800185,0.595469926625905,0.482990649175764
"112",-1,-2.07538769332969,-0.000334232600402416,2.10731041506517,-3.70047366200782,6,-982.512308417732,0.771151954444746,0.601531720837557,0.482529714805379
"113",-1,-2.09437741939985,-0.000321799275199143,2.12293422671253,-3.7076127639982,6.5,-980.96776287416,0.775309074637494,0.607348152477495,0.481904952140379
"114",-1,-2.11189215074688,-0.000311419242139281,2.13766450438995,-3.71566440151904,7,-979.466775312487,0.779148935047669,0.61271601361362,0.481302555205507
"115",-1,-2.1291405929308,-0.00030156738182256,2.15184347449032,-3.72107509012916,7.5,-977.695846559691,0.782886878948706,0.618004603854498,0.480606049529852
"116",-1,-2.14540290965413,-0.000292962463869875,2.16532299187085,-3.72654794658173,8,-975.745775970637,0.786403698026274,0.623036634100854,0.479850110803028
"117",-1,-2.16084168506807,-0.000285203935218506,2.17823737354295,-3.7322631501407,8.5,-973.592804376155,0.789687656407115,0.627805693339814,0.479026727951454
"118",-1,-2.17648730698803,-0.000276978922059579,2.19077222087554,-3.73438202196518,9,-971.293431355544,0.792958982432427,0.632576927644357,0.478153090999418
"119",-1,-2.19181279951927,-0.00026896883517233,2.20282909345551,-3.73483628482665,9.5,-969.038416653198,0.7961493149027,0.637212423275646,0.477298710707684
"120",-1,-2.20741081778124,-0.000259812895083613,2.21454995673399,-3.73189430326838,10,-966.752667889656,0.799309039873407,0.641797303401322,0.476435895551688
"121",-1,-2.22237439763839,-0.000251321013095178,2.22577621213894,-3.72868772723255,10.5,-964.613249281788,0.802344278137463,0.64616815860153,0.475629111251018
"122",-1,-2.23673290870891,-0.000243382397734862,2.23653169311545,-3.72528335515034,11,-962.6656927887,0.805263378671423,0.650326628525461,0.47489407793741
"123",-1,-2.25029678606886,-0.000236414537241428,2.24678342929268,-3.72231428040559,11.5,-960.835361356678,0.808044278620229,0.654267485610943,0.474204189651696
"124",-1,-2.26313236146565,-0.000230176815390911,2.25653603671304,-3.719533934743,12,-959.27548187515,0.810707947971461,0.657980146965492,0.473613242111501
"125",-1,-2.27554839272453,-0.000224171246508996,2.26590508185504,-3.71628173310691,12.5,-957.987970875729,0.813318356916123,0.661546411995498,0.47312059189241
"126",-1,-2.28788610356932,-0.000217565890025438,2.27500013771131,-3.71179799922176,13,-956.903289444602,0.815897130168543,0.665012718518214,0.472700974429162
"127",-1,-2.29980257822421,-0.000211110521850427,2.28375075368508,-3.70717747615105,13.5,-955.953834429865,0.818378504223584,0.66831628838333,0.472331149572797
"128",-1,-2.31127042809848,-0.000204753042691429,2.29215429113731,-3.70256043417802,14,-955.140809952318,0.82074846596475,0.67144107510114,0.472011575123446
"129",-1,-2.32245806337851,-0.000198366861433378,2.30027187914844,-3.69750820447475,14.5,-954.439721196827,0.82303649262367,0.674430861422468,0.471733061541398
"130",-1,-2.33365704634881,-0.000191764004258895,2.30816600844301,-3.69092209057218,15,-953.856790388926,0.825320189502883,0.677380475240596,0.471496666970085
"131",-1,-2.34448886241718,-0.000185534559499095,2.31576642136598,-3.68417174649808,15.5,-953.269447342469,0.827521933866411,0.680225303972612,0.471260105319104
"132",-1,-2.35486130649594,-0.000179487545859324,2.3230563890633,-3.67770981452553,16,-952.722322998943,0.829598172043041,0.682901719100705,0.471039668293931
"133",-1,-2.36464775367905,-0.000174005387806438,2.3300323808571,-3.67207082897809,16.5,-952.229022818182,0.831549460666391,0.685407990701694,0.470840091556391
"134",-1,-2.37407741290575,-0.000168793530737565,2.33675806350155,-3.66656067055823,17,-951.829961939248,0.833433557751187,0.687805731672427,0.470674803515504
"135",-1,-2.38315641380591,-0.000163931405770065,2.34324296568944,-3.66119128476813,17.5,-951.452081459532,0.835250369584614,0.690113012179829,0.470518023365012
"136",-1,-2.39171173549047,-0.000159559827966797,2.34944094610505,-3.65652263618522,18,-951.152698086833,0.836964272593241,0.692273136574101,0.47039036764733
"137",-1,-2.39990880238936,-0.000155500645085073,2.35542242265841,-3.6522327026933,18.5,-950.873184205353,0.838617249526797,0.69435181111765,0.470270617412495
"138",-1,-2.40784861406596,-0.000151642001175529,2.36119949253316,-3.6478904210092,19,-950.595901427646,0.840216935498128,0.696362815186004,0.47015245221533
"139",-1,-2.41537785213483,-0.00014824060360996,2.36673910004145,-3.64399153536362,19.5,-950.329735700587,0.841742609901886,0.69827911448292,0.470039253255925
"140",-1,-2.42252777915431,-0.000145090935978874,2.37201952130604,-3.64026616645082,20,-950.158930115628,0.843182754568785,0.700067158056233,0.469960776888108
"141",-1,-2.42932783143198,-0.000142330600186412,2.37708551242211,-3.63683504842851,20.5,-950.039892261585,0.844570064310564,0.701777322737553,0.469901247945631
"142",-1,-2.43573663185819,-0.000139964903375815,2.38192203477311,-3.63381644722137,21,-949.993641609804,0.845891403881674,0.703389035331476,0.469868207198961
"143",-1,-2.44178491712077,-0.000137981440483359,2.38654917854726,-3.63119915040082,21.5,-949.987404634264,0.847157794759732,0.704923616971565,0.469850001019367
"144",-1,-2.44752112044537,-0.000136453228461546,2.39099405402807,-3.62886455813601,22,-949.995044415705,0.848378358516938,0.706398469676005,0.469837249735791
"145",-1,-2.45306788774249,-0.000135104182108898,2.395290594595,-3.62652615731885,22.5,-950.00353397762,0.849575576485468,0.707843898821847,0.469825153712848
"146",-1,-2.45841016599823,-0.000133964721906022,2.39943990731965,-3.62423926553387,23,-950.019944434423,0.850741084549788,0.709248234181323,0.469816278189276
"147",-1,-2.4635020297426,-0.000133083286149038,2.4034379879506,-3.62220133345567,23.5,-950.065581810574,0.85186939681249,0.710599992782547,0.469818177046312
"148",-1,-2.46833283888302,-0.000132454539050223,2.40728482738976,-3.62047099220786,24,-950.134514589207,0.852953035597277,0.711891654784033,0.469828854779547
"149",-1,-2.47295809575164,-0.000131892185800287,2.41098673997957,-3.61885438738922,24.5,-950.226446121427,0.85398801640498,0.713118609609087,0.469848252941857
"150",-1,-2.47735026098162,-0.000131537453351054,2.41455412934816,-3.61752794795539,25,-950.334682459609,0.854981340084929,0.714290965665023,0.469873928051716
"151",-1,-2.48153751069784,-0.000131300095855117,2.41799035537173,-3.6163935474233,25.5,-950.438380271726,0.855931769419973,0.715412136547781,0.469898572867108
"152",-1,-2.48554336142203,-0.000131140627866446,2.42131130020869,-3.61544734790132,26,-950.546449440785,0.856835464204828,0.716475529540347,0.469925343314213
"153",-1,-2.48939386439144,-0.000130965988631725,2.42453090510274,-3.61468710690117,26.5,-950.673298725663,0.857706997077314,0.717495433886676,0.469959142040193
"154",-1,-2.49310483095012,-0.000130805263852405,2.42764788175364,-3.61400020544463,27,-950.807598997323,0.858542362720013,0.718469708865085,0.469996027672769
"155",-1,-2.49666831650845,-0.000130654533172641,2.43065791473683,-3.61339654158704,27.5,-950.954181929359,0.85934079439273,0.719396382448754,0.470037706814224
"156",-1,-2.50003750204556,-0.000130589861960604,2.4335391610688,-3.61293734994239,28,-951.112973921341,0.860094442719044,0.720266083136704,0.470084268912599
"157",-1,-2.50330205680787,-0.0001305062752625,2.43633029622335,-3.61245959343416,28.5,-951.284157068485,0.860823365350335,0.721102956289959,0.470135504682381
"158",-1,-2.50646188762437,-0.000130409856813053,2.43905629426947,-3.61215500871095,29,-951.464839514123,0.861519844418388,0.721898457905082,0.470190449499932
"159",-1,-2.50953222108528,-0.000130261914950844,2.44167607077347,-3.61162051439276,29.5,-951.659001581917,0.862195508911279,0.722665633089144,0.470250442146146
"160",-1,-2.51251477542067,-0.00013013296135267,2.44422072329712,-3.61106250941417,30,-951.86211576096,0.862850788833808,0.723406085738572,0.470313851494427
"161",-1,-2.51544690103888,-0.00012993771683319,2.44670093664122,-3.61038112047258,30.5,-952.076762853423,0.863494829634314,0.724130229892581,0.470381473870847
"162",-1,-2.51832589785321,-0.000129698116028523,2.44912194787338,-3.60962080545758,31,-952.301848878848,0.864123163870448,0.724832970964214,0.470452980159191
"163",-1,-2.5211893994216,-0.00012936667013007,2.4515146599049,-3.60881871458435,31.5,-952.529357958643,0.864757101290354,0.725541725842035,0.470525289749931
"164",-1,-2.52399473644996,-0.000129017900746868,2.45386992465266,-3.60811755411694,32,-952.760256606359,0.86538971747661,0.726247964701718,0.470598827963753
"165",-1,-2.52673209514743,-0.000128675931404208,2.45616064724098,-3.6073553865599,32.5,-953.010675590629,0.866008589869636,0.726933116671225,0.470679425527242
"166",-1,-2.529352800326,-0.00012845507778317,2.45837844233844,-3.60670354838805,33,-953.273392281644,0.866612908902586,0.727597876871652,0.470764552030488
"167",-1,-2.53194028377444,-0.00012817443478655,2.46054301492766,-3.60590981508896,33.5,-953.52659649093,0.867203933811743,0.728248737692275,0.470846513067868
"168",-1,-2.53449965001556,-0.000127848257035256,2.46265769620438,-3.60496447030578,34,-953.775416463555,0.867788676821074,0.728892943034585,0.470927027482232
"169",-1,-2.53702547086782,-0.000127474708531397,2.46472906788322,-3.60394338456062,34.5,-954.027656030293,0.868360746447395,0.729521063565797,0.471008921130488
"170",-1,-2.53949717085047,-0.000127136837735945,2.46676176241047,-3.60295231461093,35,-954.262359090229,0.868921811814897,0.730139868685248,0.471084798315516
"171",-1,-2.54184711675123,-0.000126912022527325,2.46873757312159,-3.6022122785344,35.5,-954.491315053149,0.869460801403927,0.730733437446172,0.471158920722149
"172",-1,-2.54409051887991,-0.0001267603350388,2.47067473614206,-3.60179062628463,36,-954.707535969169,0.869980444968469,0.731306624305302,0.471228814775497
"173",-1,-2.54628231630953,-0.000126577873307025,2.47257030297617,-3.60138755483406,36.5,-954.92985038831,0.870485257333224,0.731860575184742,0.471301052115045
"174",-1,-2.54838392992116,-0.000126466259030846,2.47442105821286,-3.60116875399007,37,-955.163149616159,0.87096874310641,0.732386398835935,0.471377464744009
"175",-1,-2.55046053484945,-0.000126352192444626,2.47622951236384,-3.60080303363938,37.5,-955.390682854047,0.87145658963171,0.732918708733976,0.471451751508308
"176",-1,-2.5524780329028,-0.000126275407189552,2.47800099399857,-3.60051877818946,38,-955.608554170439,0.871928862195944,0.733434475205565,0.471522864037631
"177",-1,-2.55442021912513,-0.000126251449306615,2.47972645387442,-3.60032828193607,38.5,-955.832528962121,0.872390052263204,0.733935524210045,0.47159627817692
"178",-1,-2.55629672354861,-0.000126239190666502,2.48141264660645,-3.60024657816716,39,-956.060311255029,0.872832865101447,0.734413639518139,0.471671301322142
"179",-1,-2.55813496874411,-0.000126211649653309,2.4830466412001,-3.60002812268165,39.5,-956.286234953974,0.873274595384277,0.734890851387113,0.471745647029303
