"","Period","c1","Global_a0","c4","c0","p_value","logLik","sigma","tau","phi"
"63",-1,-1.10048771678202,-0.00117254219333762,1.17315614396235,-2.12942560723083,-19,-985.616974009636,0.612913962598478,0.371999752634738,0.487113651613115
"64",-1,-1.10091456368748,-0.00117426157507153,1.17534866518419,-2.14007695371764,-18.5,-985.613666352113,0.612733800125691,0.371696950487162,0.487118144616903
"65",-1,-1.10143785063347,-0.00117594909157224,1.17768505068834,-2.15122296204171,-18,-985.592734983869,0.61254225095319,0.371383422751722,0.487116374707335
"66",-1,-1.10202518189537,-0.00117770510397725,1.18014788791315,-2.16283455481951,-17.5,-985.566381935015,0.612350172514654,0.371071395700754,0.487112669791519
"67",-1,-1.10270813043899,-0.00117949014661987,1.18275027995283,-2.17485709494092,-17,-985.521630565842,0.612146850689861,0.370749063599156,0.487102554550748
"68",-1,-1.10345933612941,-0.00118136414179772,1.18550872739182,-2.18753992738347,-16.5,-985.47436663416,0.61194596789312,0.370432021657145,0.487091351752059
"69",-1,-1.10434611445796,-0.00118319648647122,1.18843262609021,-2.20062488603095,-16,-985.411134476952,0.611737711931093,0.370110041126301,0.487074517559866
"70",-1,-1.10536406253196,-0.00118505294865612,1.19153580128761,-2.2142085370175,-15.5,-985.32157374909,0.611523327330142,0.369790342580035,0.487048131505982
"71",-1,-1.10652671500551,-0.00118692520552107,1.19483779141544,-2.22835984218678,-15,-985.201995456973,0.611306695664143,0.36948132474285,0.487010705046698
"72",-1,-1.10784086062046,-0.00118887441363476,1.19834611516568,-2.24307298582194,-14.5,-985.056417915927,0.611082649327142,0.369172243984719,0.486963919176735
"73",-1,-1.10935147883513,-0.00119077567157971,1.2021138965987,-2.25852325825725,-14,-984.892661818485,0.610861746319833,0.368877315302511,0.486910258027213
"74",-1,-1.11112539189542,-0.00119250385064661,1.20614617251752,-2.27443523751279,-13.5,-984.710916325749,0.610639766404323,0.368589195625545,0.486850006862935
"75",-1,-1.11323420529335,-0.00119398294304912,1.21046488784626,-2.2905932703229,-13,-984.49858811969,0.610426131576287,0.368329963218992,0.486778286601084
"76",-1,-1.11566912012878,-0.00119528160196374,1.21510745211361,-2.3073070289793,-12.5,-984.301601417539,0.610227848077712,0.368089376741392,0.486711657246556
"77",-1,-1.11853122522184,-0.00119615853486801,1.22011026121697,-2.32436350015369,-12,-984.108696507315,0.6100372227922,0.367859862799844,0.486646210848189
"78",-1,-1.12195407824918,-0.00119626835335979,1.22552707900013,-2.34154939103812,-11.5,-983.949740003677,0.609889385924229,0.367686196757211,0.48659215342754
"79",-1,-1.12619511697174,-0.00119502871635094,1.23137830195218,-2.35783798362484,-11,-983.770424750206,0.609759586824891,0.367553344555577,0.486529847625889
"80",-1,-1.13123143695813,-0.00119266630356387,1.23775356657268,-2.37391414188788,-10.5,-983.570568595025,0.60967044615281,0.367499611981515,0.486458721892827
"81",-1,-1.13705113263048,-0.00118935092682571,1.24471212430224,-2.39019346146361,-10,-983.351625679968,0.609619610115861,0.367520374193168,0.486379320685747
"82",-1,-1.14402257663147,-0.00118430978580936,1.25237434705998,-2.40584491410958,-9.5,-983.138726025584,0.609627196631916,0.367637482851857,0.486300318810957
"83",-1,-1.15227454166396,-0.00117751015149502,1.26079592260632,-2.42056141657981,-9,-982.958193036917,0.609722307009775,0.367887492829612,0.486230484734209
"84",-1,-1.16190913811651,-0.00116890308378301,1.27008478055283,-2.43456904069393,-8.5,-982.799207579677,0.609905599791956,0.368276406790219,0.486165947860677
"85",-1,-1.17340475975766,-0.00115762659970011,1.28046197736925,-2.44728027419755,-8,-982.64441788317,0.610210956080041,0.368870263287548,0.486098899178237
"86",-1,-1.18699973686104,-0.00114379331884322,1.29197617541145,-2.45760558645815,-7.5,-982.443127120894,0.610684481431779,0.369770631594397,0.486009481257189
"87",-1,-1.20328620069678,-0.00112654446991902,1.30484073438689,-2.46424080865333,-7,-981.874053763594,0.611323938135375,0.371127590764083,0.485779032802972
"88",-1,-1.22371086989627,-0.00110266857522189,1.31939536577314,-2.46299856635246,-6.5,-980.257816337038,0.612093444064129,0.373201936447563,0.485158426597
"89",-1,-1.24844441962578,-0.00107252502903171,1.33602504448201,-2.45560208827917,-6,-977.593185894088,0.613055829215693,0.376083901585623,0.484147032112639
"90",-1,-1.27859407062729,-0.00103384400947453,1.35525799285613,-2.44067798071983,-5.5,-973.861343247393,0.614368275142305,0.380018258598239,0.482736471206903
"91",-1,-1.31500855346292,-0.000986439549137646,1.37733838045146,-2.41540393160048,-5,-968.911819663181,0.616256904018238,0.385404855545884,0.480869700721308
"92",-1,-1.35907574442223,-0.00092792456477701,1.40295452474519,-2.37815688985355,-4.5,-962.806976232748,0.619006595887268,0.392608422709365,0.478568482215042
"93",-1,-1.41124312930217,-0.000858081607411386,1.43295818208978,-2.33279033888703,-4,-955.325680664892,0.622813728005845,0.401935642713278,0.475756953610982
"94",-1,-1.47302742224879,-0.000775648978064559,1.46834293996859,-2.27876978130038,-3.5,-946.740396215319,0.62824892167532,0.414018345544449,0.472530969502359
"95",-1,-1.54601933357537,-0.000678966757541184,1.50998574329598,-2.21444335359255,-3,-936.751318523967,0.635899371029893,0.429661354997912,0.468784737483605
"96",-1,-1.62911278564638,-0.000569640796400163,1.55849007443119,-2.14950009120129,-2.5,-926.670383815181,0.646284818911956,0.448854007615603,0.464988329964819
"97",-1,-1.71687753618862,-0.000456055777958627,1.61417069858273,-2.11257443171862,-2,-918.043916168212,0.659121734337756,0.47040231496754,0.461695920221948
"98",-1,-1.79615940502058,-0.000362779869013842,1.67392271113661,-2.14328159260872,-1.5,-912.108750321726,0.672976945573268,0.491821903493885,0.459357360359859
"99",-1,-1.87316586377069,-0.00028677133495865,1.73857898270946,-2.21577383547847,-1,-908.498662734974,0.689533316263828,0.515631902623706,0.457799011832103
"100",-1,-1.93769552638798,-0.000246005200347226,1.80320004441541,-2.34213427220891,-0.5,-911.003457843346,0.707395396140464,0.538822252941613,0.458343567878561
"101",-1,-2.05978230346773,-0.000169514237169674,1.92033509162714,-2.53866551342303,0.5,-918.1249282083,0.745148381688454,0.586072574886695,0.460179364703157
"102",-1,-2.12560928556734,-0.000101784045813126,1.97383127928406,-2.58266981897613,1,-917.418923343077,0.762833059511226,0.608785687765057,0.459667557105876
"103",-1,-2.18224444525075,-4.86021196852777e-05,2.02182199728516,-2.63048931910557,1.5,-918.933959093104,0.778621091063307,0.628241326934633,0.45996047501935
"104",-1,-2.22964567721514,-1.20454089128199e-05,2.06445253470642,-2.68303361675532,2,-922.157512784861,0.792534907332404,0.644750966082765,0.460877175694048
"105",-1,-2.26554958856256,2.95280094684167e-06,2.10196265286316,-2.75327198039854,2.5,-926.839125005668,0.804161776872516,0.657967328788693,0.462336628042203
"106",-1,-2.29369688636968,6.7049729863447e-06,2.13508187638917,-2.83001428509575,3,-930.929882136224,0.813577535338924,0.668548517984952,0.463628391180137
"107",-1,-2.31606941622446,4.23948235940212e-06,2.16445254581775,-2.90922528652475,3.5,-933.979218760125,0.821103069190809,0.677028705746009,0.464588400447591
"108",-1,-2.33485970525149,-1.14772986433928e-06,2.19063143319652,-2.98402332889229,4,-936.447733898899,0.827322269830422,0.684029456500524,0.465366351165357
"109",-1,-2.34977911824277,-1.03401434650839e-05,2.21387631007563,-3.05762674500873,4.5,-938.668750519082,0.832416452677906,0.689703982970441,0.466074636258591
"110",-1,-2.36199659111389,-2.15364609179575e-05,2.23465743993438,-3.1277664224642,5,-940.875105395186,0.836706338760649,0.694395308848379,0.4667897303622
"111",-1,-2.37271566198287,-3.27288525121603e-05,2.25344344123574,-3.19200966130936,5.5,-942.850563264632,0.840410682699915,0.698424310619738,0.467432987637244
"112",-1,-2.3822034899964,-4.34625421761817e-05,2.27052139636484,-3.25113394303256,6,-944.696766082975,0.843597625623113,0.701852359801041,0.468038693911801
"113",-1,-2.39119300939197,-5.30448872275626e-05,2.28622069297853,-3.30376146823959,6.5,-946.400866018013,0.846478567134185,0.704940101813315,0.468599421118909
"114",-1,-2.39926107882267,-6.26672513367482e-05,2.30055914200229,-3.35186761334048,7,-947.966117467707,0.849026989730025,0.70765571358881,0.469116425117623
"115",-1,-2.40696570708843,-7.16967571803026e-05,2.31385919859294,-3.39494955441033,7.5,-949.39976478436,0.851408612843671,0.710198473994634,0.469589984518491
"116",-1,-2.41414543963352,-8.03481169137954e-05,2.32618866204943,-3.43434261670502,8,-950.699370739221,0.853582780678446,0.712520292348166,0.470019570297697
"117",-1,-2.42105175532424,-8.84576856506315e-05,2.33770073766159,-3.46977277471408,8.5,-951.827371048516,0.855618995792291,0.714714067018744,0.470390973942034
"118",-1,-2.42748062849515,-9.63063831915555e-05,2.34842395526161,-3.50246199743041,9,-952.800909173695,0.857483090846755,0.716734874651486,0.470710495470861
"119",-1,-2.43361870400988,-0.000103853772094614,2.35850575010868,-3.53246615149967,9.5,-953.608967755005,0.859236673910197,0.718659676969924,0.47097338617988
"120",-1,-2.4392825842935,-0.000111281347275097,2.36789522183018,-3.56031980857238,10,-954.332015445743,0.860830276442989,0.720410546270978,0.471208456696676
"121",-1,-2.44434233310099,-0.000118713873318077,2.3766177848076,-3.58686019830286,10.5,-955.018378145723,0.862252715104928,0.7219631194858,0.471432920793779
"122",-1,-2.44877935075941,-0.000126131332516836,2.38473540333495,-3.61269188126795,11,-955.713701716541,0.863496041466307,0.723297716430533,0.471662831940741
"123",-1,-2.45272644441598,-0.00013334262366079,2.3922635888258,-3.63718289454594,11.5,-956.433509229789,0.864588953992583,0.724445465898866,0.471903407811984
"124",-1,-2.45648680630362,-0.000140041422072666,2.39935646342532,-3.65990995735212,12,-957.080776098464,0.865591691385626,0.725501236018055,0.472119616974452
"125",-1,-2.46000835409163,-0.000146297792140249,2.40602649000602,-3.68121767262508,12.5,-957.699528203903,0.866490295430644,0.726438228071651,0.472327146024453
"126",-1,-2.4632964855066,-0.000152155728089397,2.41230759534879,-3.70129840940658,13,-958.31107679232,0.867301832280024,0.72727212758365,0.472533301171714
"127",-1,-2.46643895970082,-0.000157565749788549,2.41824685709813,-3.72002040984829,13.5,-958.904697271277,0.868042036106153,0.728024350637958,0.472734091562578
"128",-1,-2.46946747872077,-0.000162560693398771,2.42388185191657,-3.73746570531452,14,-959.443470308185,0.868728982601423,0.728725111290102,0.472916226605656
"129",-1,-2.47245445345186,-0.000167073056403511,2.42925297633648,-3.75354313604006,14.5,-959.967221903482,0.869372721866476,0.729377354631413,0.473093652542925
"130",-1,-2.47539555573968,-0.000171170215333999,2.43438314903979,-3.76841163272525,15,-960.491248003438,0.869986705551443,0.729993731800216,0.473271612679916
"131",-1,-2.47834804018485,-0.000174806268616342,2.43930236666576,-3.78198253690583,15.5,-961.001875189222,0.870581152923818,0.730589654679818,0.473445139695181
"132",-1,-2.48125640424898,-0.00017805572565678,2.44400878602979,-3.79451556714759,16,-961.498072614416,0.871143982567885,0.731150878782959,0.473614010370409
"133",-1,-2.48406081973677,-0.000181042869528904,2.44849596997408,-3.80624295944466,16.5,-961.988507174774,0.871665476738852,0.731663775417146,0.473781408542692
"134",-1,-2.4867856980873,-0.000183781034644957,2.4527871296472,-3.81718837621177,17,-962.478124544565,0.872160132083894,0.732144609200363,0.473948907811215
"135",-1,-2.489467737727,-0.000186301356729019,2.45690518006248,-3.82729851758103,17.5,-962.920211196569,0.872636109296507,0.732613894241326,0.474099843084455
"136",-1,-2.49209311049077,-0.000188672072321666,2.46085420752486,-3.83664798500016,18,-963.331673649055,0.873092761713815,0.733066982312212,0.474240202851596
"137",-1,-2.49466603228335,-0.000190878771452694,2.4646484359134,-3.84532009502449,18.5,-963.741800666493,0.873541165500193,0.733510437056088,0.474380234151068
"138",-1,-2.49715510174431,-0.00019303173854661,2.4682910626954,-3.85346692609692,19,-964.140795087031,0.873975046794998,0.733938989093341,0.474516535759255
"139",-1,-2.4995749725603,-0.000195045192223507,2.47178970176845,-3.86109247238104,19.5,-964.542141440311,0.874391589254498,0.734346173364634,0.47465392553283
"140",-1,-2.50190546173584,-0.000197038547271742,2.47515009972694,-3.86830179970438,20,-964.932723933977,0.874797616157105,0.734743182293246,0.474787663390433
"141",-1,-2.50416466167597,-0.000199018106236844,2.4783830887963,-3.87506727620277,20.5,-965.33479917983,0.875199742761557,0.735132839344153,0.474925571271647
"142",-1,-2.50633909248744,-0.000200971368168149,2.48149073299618,-3.88148083786641,21,-965.740329016419,0.875592818170123,0.735510817561932,0.475064859235531
"143",-1,-2.5084467515334,-0.000202832345810695,2.48448428255776,-3.88754704441902,21.5,-966.134420215725,0.875967289485849,0.735869090621194,0.475200351133626
"144",-1,-2.51048495677977,-0.000204584303093321,2.48736935744313,-3.89333588080051,22,-966.529352926717,0.876326255453236,0.736208529212657,0.475336415090645
"145",-1,-2.51249468765077,-0.000206180943814219,2.49015011820096,-3.89862895452534,22.5,-966.921640128646,0.87666646357603,0.736526124449347,0.475471719834658
"146",-1,-2.51445769691981,-0.000207656001998495,2.49283759719592,-3.90362752529009,23,-967.313481085488,0.876997940103854,0.736833302313365,0.47560705582275
"147",-1,-2.51636388813002,-0.000209080902987327,2.49542004974718,-3.90825014290882,23.5,-967.700587176552,0.877316240765197,0.737125744762618,0.475740919743648
"148",-1,-2.51821093880183,-0.000210428240099798,2.49793309989105,-3.91281041093346,24,-968.08165103255,0.877620744008826,0.737403033813853,0.475872814979729
"149",-1,-2.52003048704798,-0.000211687263170401,2.50035620429818,-3.91695256094483,24.5,-968.463479251992,0.877919397334193,0.737673104704458,0.476005103766039
"150",-1,-2.52180581809316,-0.000212854396581694,2.5026980697771,-3.92084250130829,25,-968.838908593319,0.878206396626268,0.73793065894411,0.476135293446733
"151",-1,-2.52351447992137,-0.000213987528318399,2.50495732352619,-3.92457166182263,25.5,-969.209280748431,0.878478770770585,0.73817183089711,0.476263896138062
"152",-1,-2.525168858681,-0.000215090583000963,2.50714001927798,-3.92811210706837,26,-969.566289174519,0.878738814432687,0.738401280432333,0.47638792285957
"153",-1,-2.52678522384346,-0.00021611857203705,2.50925156897849,-3.93142744449835,26.5,-969.914432129566,0.878989409248188,0.738621427772514,0.47650893801247
"154",-1,-2.52837508004301,-0.000217065643147141,2.51129899029487,-3.93450546443784,27,-970.254688895648,0.879235002754473,0.738837376984438,0.476627234261131
"155",-1,-2.52992049706849,-0.000217963555673948,2.51328113122583,-3.93742427447088,27.5,-970.594923068493,0.879469170076872,0.739039624663456,0.476745691425732
"156",-1,-2.53140983934682,-0.000218835749623362,2.51519715060648,-3.9402320697105,28,-970.932501737576,0.879690208069111,0.739226736776241,0.476863391138202
"157",-1,-2.5328477092338,-0.000219682852030207,2.51705077617138,-3.94292890712518,28.5,-971.271102067519,0.879904302252868,0.73940527695801,0.476981569381624
"158",-1,-2.53426137433409,-0.000220455977045339,2.51885704817078,-3.94549320817732,29,-971.604196165471,0.880114640434409,0.739580557897583,0.477097871182517
"159",-1,-2.53564868738999,-0.000221185278373696,2.52059721681396,-3.94777496161327,29.5,-971.93063884749,0.880309780740165,0.739739163239846,0.477211986894724
"160",-1,-2.53700644651756,-0.000221877333009594,2.52229623832767,-3.94998308661145,30,-972.251570456948,0.880504982438558,0.73989908501826,0.477324175051155
"161",-1,-2.5383537971369,-0.00022252488511343,2.52395444990096,-3.95201094919274,30.5,-972.565334693838,0.880699441745627,0.740059751182855,0.477433839783304
"162",-1,-2.5396705028728,-0.000223142677116945,2.52556530026988,-3.95391630332816,31,-972.877583010741,0.880889134207598,0.740215039914094,0.477543046698398
"163",-1,-2.54096116841129,-0.000223731034287592,2.52713230008433,-3.95569801839476,31.5,-973.188716736102,0.881078149047446,0.74036975730418,0.477651889139174
"164",-1,-2.54221514505517,-0.00022431255450441,2.52865455514808,-3.95739918079227,32,-973.495506807213,0.881256734976404,0.740512966900859,0.47775933145566
"165",-1,-2.54343907757427,-0.000224871205653479,2.53013463252982,-3.95900654999926,32.5,-973.799368706869,0.881433468791374,0.740654616959021,0.477865774337187
"166",-1,-2.54463865853285,-0.000225401734073023,2.53157501345596,-3.96050712182107,33,-974.100956609645,0.881604935061381,0.74079046561234,0.477971492436981
"167",-1,-2.54580313501326,-0.000225925946830678,2.53297455780288,-3.96194375189802,33.5,-974.399687224735,0.881770754277977,0.740920192990567,0.478076281276089
"168",-1,-2.54693347834189,-0.000226437565473293,2.5343342558356,-3.96331969722521,34,-974.698136758735,0.881932585100738,0.741045191810061,0.478181041403421
"169",-1,-2.54804272539236,-0.000226934152627938,2.53566429155451,-3.96464114322191,34.5,-974.992242495352,0.882099269570667,0.741176979542402,0.478284231784307
"170",-1,-2.54913823387971,-0.000227393941499599,2.53695504300956,-3.96579050752243,35,-975.280870849288,0.882247192020962,0.741287565817823,0.478385673481929
"171",-1,-2.55020828956277,-0.000227848667324617,2.53821647096002,-3.96690665419387,35.5,-975.567677726685,0.882401593030144,0.741406306503893,0.478486426200777
"172",-1,-2.55125638149143,-0.000228290436500663,2.53944640451346,-3.96795185974371,36,-975.851699159944,0.88255422211724,0.741523553397658,0.478586224972552
"173",-1,-2.55228688703067,-0.000228710404858659,2.54064704392377,-3.9689201830815,36.5,-976.132032660208,0.882700654090086,0.741634213830215,0.478684799850073
"174",-1,-2.5532951641179,-0.000229117956139364,2.54181850424681,-3.96983437895462,37,-976.408462535306,0.882844588505929,0.741742770289708,0.478782027834331
"175",-1,-2.55428213469491,-0.000229510162267002,2.54296151037355,-3.97069459902678,37.5,-976.681834012625,0.882986570092904,0.741849680538818,0.478878204190673
"176",-1,-2.55526114808864,-0.000229871792315946,2.54408619418655,-3.97151085828327,38,-976.951650139743,0.883127810693034,0.741956499421055,0.478973154765823
"177",-1,-2.55620589410522,-0.000230246802770262,2.54516919767568,-3.97222599364523,38.5,-977.218627427564,0.883260326364375,0.742053533202355,0.479067174821239
"178",-1,-2.55713614614745,-0.000230603979892086,2.54623379477889,-3.97292721111247,39,-977.480811184137,0.883395142507262,0.742154406995179,0.479159487000998
"179",-1,-2.55804453535323,-0.000230948470417274,2.54727132276516,-3.97358416461266,39.5,-977.7340694375,0.883520364045589,0.742245838030006,0.479248734594452
