"NGAsubEQID","Earthquake_Magnitude","Station_Name","Vs30_Selected_for_Analysis_m_s","PGAr","Fs - PGV_cm_sec","Fs - PGA_g","Fs - T = 0.01","Fs - T = 0.02","Fs - T = 0.025","Fs - T = 0.03","Fs - T = 0.04","Fs - T = 0.05","Fs - T = 0.075","Fs - T = 0.1","Fs - T = 0.15","Fs - T = 0.2","Fs - T = 0.25","Fs - T = 0.3","Fs - T = 0.4","Fs - T = 0.5","Fs - T = 0.75","Fs - T = 1.0","Fs - T = 1.5","Fs - T = 2.0","Fs - T = 2.5","Fs - T = 3.0","Fs - T = 4.0","Fs - T = 5.0","Fs - T = 7.5","Fs - T = 10.0"
"3000105",7.66,"GNSR",519,0.226060222838272,0.155422544636923,0.0873090562394234,0.0770359901083932,0.068904515636566,0.0628085402293751,0.0537708608553297,0.0453388618510621,0.0384454569858534,0.0449869439195027,0.0591460772899414,0.0800483941707859,0.101902794433905,0.12216053676698,0.135254248772981,0.150901049906179,0.168789611404814,0.20247397512615,0.224469448240485,0.230599594659767,0.219288799449987,0.212361311410275,0.255166334026593,0.223127511816976,0.192995762357931,0.159431281947856,0.122434070586751
"3000105",7.66,"GNYA",517,0.16879390653276,0.166852923851355,0.101899903525686,0.092894819808878,0.0847510112263043,0.0786985241512673,0.0698652762577379,0.0617189495027662,0.0551283813200747,0.0619955793827199,0.0766149205702399,0.0980732905963378,0.120634911502906,0.142324683323225,0.156927012089565,0.173450566221087,0.191352310112226,0.224237273492323,0.244245537736309,0.247633235005393,0.233596742585891,0.22416986239958,0.257749348818433,0.225386201881589,0.194949432738606,0.161045183566674,0.123673454365795
"3000105",7.66,"GSTC",392,0.163676189637275,0.252988958066465,0.128199297509627,0.108030104156376,0.0942206346268136,0.0841012570698296,0.0687927695327773,0.0548847355275318,0.0441339469446234,0.056905355335662,0.083528033606972,0.123414632801921,0.166631779636484,0.20825817415555,0.23800378902272,0.271558708484772,0.306805764785885,0.366487802060313,0.403328057764309,0.411774374537857,0.390098080422192,0.376172650302864,0.442915861044753,0.3873031071916,0.335000636305897,0.276739656078784,0.212520166510262
"3000105",7.66,"GSTR",353,0.0761858709642782,0.344159590318548,0.219586458512448,0.203340889611091,0.187657168853143,0.176403444423909,0.16009785827093,0.145742777440951,0.134987228136469,0.150883918723903,0.183018883071674,0.230424572184693,0.282111320291187,0.335376005678814,0.37544826092987,0.416723226095219,0.455935621486498,0.519187577499394,0.551177469720334,0.547500661944957,0.509861031280053,0.48207229077052,0.513022901776197,0.448607470163042,0.388026290431622,0.320543457313079,0.246158970807413
"3000105",7.66,"GTGA",281,0.119882759478356,0.364145024585691,0.170335084583645,0.13778921481845,0.117621513811529,0.103295159148119,0.0812485359049313,0.0619443092461873,0.0481391068214798,0.0698427576642757,0.113350589025758,0.17907985295752,0.252155103906603,0.324712933711652,0.379729843643743,0.438630381897484,0.49635010258729,0.586346380000824,0.638111188003703,0.645681603982033,0.608335729422685,0.582970487838379,0.665630758080296,0.582053801908779,0.503451664556995,0.415894853329692,0.319383368226869
"3000105",7.66,"PJAC",425,0.0766196004948956,0.273765373874013,0.184389089458887,0.173873028529147,0.161892917069526,0.153222918883881,0.140869804527006,0.129889367698324,0.121432759562873,0.133029868948068,0.156708566009571,0.191339028781629,0.228640396184709,0.267167738854173,0.295641742763275,0.324932205630195,0.352990984048032,0.399803965589971,0.423219116341242,0.419557852767843,0.390214960804978,0.368395214361321,0.388842377854137,0.340019119648237,0.294102007764116,0.242953832500791,0.186574593858263
"3000105",7.66,"PPQR",392,0.15620198090624,0.256541257016289,0.133139054217581,0.113464295069448,0.0996687579552348,0.0895702319233304,0.074344883963442,0.0605343479751235,0.0498685791496417,0.0626839622396384,0.0893518879590381,0.129250716199845,0.172479595305464,0.214319017037876,0.244309230486839,0.277917986759735,0.312998869684062,0.372289013518075,0.408469603219115,0.416092129085421,0.393648824979732,0.379009825733647,0.442915861044753,0.3873031071916,0.335000636305897,0.276739656078784,0.212520166510262
"3000105",7.66,"PPUN",225,0.128248952134675,0.398961071083748,0.143685718748789,0.0973939020159171,0.0731565034972603,0.0562836418679737,0.0294871341166372,0.00651243145500557,-0.00893350492703826,0.0195522572683894,0.0755822049452896,0.161105993283128,0.25755954462367,0.352950933251754,0.426575631248552,0.504908090454421,0.580649677059509,0.69436351576232,0.760639332495693,0.773107299246894,0.73040459700443,0.702150742462481,0.814318862789815,0.712072548179435,0.615912323724434,0.50879713698975,0.390726987975382
"3000105",7.66,"SCCH",519,0.0502471761775974,0.199181064273373,0.148158788752799,0.143976344266851,0.136143193595525,0.130495531836734,0.122745701152062,0.11592085036586,0.110626924352373,0.118265008511241,0.133753180298774,0.156057031131098,0.179879152581639,0.205312534368693,0.224211159568258,0.242792434844801,0.259798958204452,0.288437379365683,0.300784289172862,0.294687086325201,0.271991728653287,0.254472889261849,0.255166334026593,0.223127511816976,0.192995762357931,0.159431281947856,0.122434070586751
"3000177",7.38,"COPL",460,0.141124160668358,0.214720214094608,0.129009794746253,0.116895360590543,0.106373641628493,0.0986243768733808,0.0872621182909457,0.0768999695258138,0.0686948156700616,0.078063493835103,0.0977139699749721,0.126703726306514,0.157622210354916,0.18788554082203,0.209124064801311,0.232598705790782,0.257099795280854,0.300100962592192,0.32539320898574,0.32867178284736,0.309321434611579,0.296052055690012,0.335899510400351,0.293723787121383,0.254058523561401,0.209874432507245,0.161171513958913
"3000177",7.38,"OCTT",519,0.0338435409058151,0.20689992661737,0.158892486164002,0.155784407777693,0.148003880466781,0.142435299795917,0.134912641484437,0.128371286482935,0.123359503402552,0.131191023790493,0.146913633686918,0.169464710607596,0.193633931756739,0.219980279723164,0.239902872969003,0.25900178006108,0.275852714725466,0.303601047822915,0.314245982046733,0.305991914053549,0.281288356122075,0.261901236363748,0.255166334026593,0.223127511816976,0.192995762357931,0.159431281947856,0.122434070586751
"3000177",7.38,"POZU",517,0.031502386051973,0.210134896136672,0.162086958711599,0.159106167393916,0.151255574490551,0.14564370244174,0.138080386215611,0.13151768327748,0.126500933998814,0.134444442827561,0.150366643271556,0.173192049382858,0.197671368352217,0.224439541780275,0.244737770843953,0.264125480461985,0.281134195788883,0.309030665623496,0.319519812933505,0.310846882906416,0.285581058455236,0.265707241780301,0.257749348818433,0.225386201881589,0.194949432738606,0.161045183566674,0.123673454365795
"3000177",7.38,"VIGA",429,0.0777034446063007,0.269345161559031,0.181406281486069,0.17105860987213,0.159264590547075,0.150723772123229,0.1385551150681,0.127729218268568,0.119378598360586,0.13075853019021,0.154013704860469,0.188018669874307,0.224621578270559,0.262392762778887,0.29026155476126,0.318962968741298,0.346511388657074,0.392583851382551,0.415703527099794,0.412212548679874,0.38344618626333,0.362074499132588,0.382575353101729,0.33453898589613,0.289361926262294,0.239038112999286,0.183567546107107
"4000001",9.12,"40320",270.5365579,0.0757727372125735,0.579358232668879,0.345100525117727,0.33765023133465,0.326124190345731,0.311422052843439,0.289622984464379,0.231531904267032,0.180906520705898,0.170521505920575,0.217747952684761,0.293048774565002,0.401830571495045,0.519244928795505,0.607551606245281,0.698895747635998,0.770359515922201,0.842563274386331,0.848433232546949,0.826938760480885,0.788501561509818,0.738407405211749,0.7878755342123,0.714263536132015,0.621348460481554,0.545143499448408,0.413551870838981
"4000001",9.12,"41203",365.3050875,0.19215021603816,0.373981836851908,0.172203499456756,0.159657010546916,0.150993336975628,0.139832545163649,0.122566771225596,0.0790448686173217,0.0407002364815636,0.0273238357254678,0.0543647555795088,0.0997210166854899,0.173223527964237,0.253616779666884,0.316788998466243,0.39179858070069,0.448534612538995,0.514383041044561,0.537046138607347,0.543821239880741,0.533634351633874,0.513986075614963,0.603214069720096,0.549999536219686,0.476724981657146,0.41597243481799,0.313590617664993
"4000001",9.12,"41204",359.3278861,0.330500747252658,0.301733274432973,0.0962399398487736,0.075419345421799,0.0664088171661646,0.0547702787374997,0.0359235768133864,-0.00992216443574784,-0.0501916873436594,-0.0578803670920067,-0.0241457853978836,0.0308914763965746,0.106823073165647,0.179480705018585,0.227960557017288,0.282632275759797,0.335921021128774,0.396907864629409,0.420760863130278,0.43049104065936,0.427909892763524,0.415114658287953,0.549079017832432,0.496199377785952,0.432518651635905,0.380619747447556,0.289731715782875
"4000001",9.12,"41206",377.7768291,0.251984302956884,0.457297950170626,0.137659977043473,0.123020728396961,0.114631766066695,0.103798928406561,0.0867784480093411,0.0445759453115955,0.00732904654232558,-0.0388321483083461,-0.0465096055665526,-0.0459237309256416,0.0235295619482922,0.136485911171412,0.264435225812822,0.431412637466262,0.543197914344774,0.674959681572722,0.748109020946121,0.808478056418391,0.821985285092703,0.824813968000467,0.924957477277083,0.866270881815086,0.738342923415558,0.627636897905758,0.458110850432445
"4000001",9.12,"41207",353.6568315,0.281681991341357,0.463923571019023,0.117827362249396,0.0985207731038356,0.089396089614611,0.0776261052801722,0.0587535890310933,0.0123894656057569,-0.0283054748352942,-0.0764713019649668,-0.0822949426960961,-0.0777829135643133,8.95394634159441e-05,0.125862428430416,0.259489931175185,0.433360341136065,0.551874991016201,0.701503813245282,0.781461966698616,0.847892626628026,0.864662208502524,0.869608853623191,0.990892841812094,0.927150883731504,0.790696133786117,0.672766292251401,0.484171600181084
"4000001",9.12,"41208",329.45,0.489854950472283,0.146472919250803,0.0108979055737465,-0.0219940509668792,-0.0320097532660429,-0.0449360285060305,-0.0669494218145086,-0.119032587548569,-0.164311902092378,-0.139246643883536,-0.0674991854728843,0.0390032885923956,0.127493141816428,0.171273247501106,0.155843873077485,0.104603025015923,0.128162729701821,0.138117047981227,0.126596326786622,0.100078394530098,0.0895530877221054,0.0681952658580892,0.260826456281459,0.209785838787588,0.197151376840823,0.192352653031128,0.162636527249448
"4000001",9.12,"41209",226.5434029,0.303068295768897,0.483136355076209,0.00418237425579715,-0.0446063439843951,-0.057778287492533,-0.0762532349757777,-0.107638314729997,-0.182201997103017,-0.245469048027991,-0.292580663473456,-0.27679556074533,-0.223878584227907,-0.0904132750184375,0.0751902873983211,0.237927114494151,0.460824087006183,0.611962167382979,0.802481742259242,0.892885600445374,0.959561763992845,0.974201526615621,0.97018211045323,1.19126566036717,1.09893755350707,0.945556664332037,0.811239926802284,0.606985873243485
"4000001",9.12,"41215",372.3548534,0.276879120573525,0.397986922908217,0.124742978337469,0.108223118027719,0.0996479588199348,0.0885723888066623,0.0710002155612951,0.0277142589142819,-0.0104387835546341,-0.0416817896426045,-0.0335986620038877,-0.0124201273372299,0.0588513982224335,0.155615507930954,0.252372580849968,0.38654519051675,0.465165750771089,0.567558694198079,0.621119790213753,0.661404992765479,0.668317903547593,0.664825942011176,0.775776148448189,0.719686656966632,0.617058893586603,0.52946869589107,0.391387431679894
"4000001",9.12,"41216",412.0331837,0.464275954931629,0.357259347214157,0.0729283218899058,0.0553387113883189,0.0476999041007592,0.0377741602724052,0.0217400153117294,-0.0166611819372688,-0.0507770247608501,-0.0897453787879035,-0.0952759082681213,-0.0930909494473223,-0.0344960568901428,0.0565071305755167,0.157684181787851,0.308105197015217,0.389053902603272,0.50169017675505,0.570172268119277,0.629557886989873,0.649543868179496,0.659611561715669,0.782991216455109,0.732205838297087,0.624664557934458,0.5317974739585,0.389407346261833
"4000001",9.12,"41301",225.5,0.298477441336936,0.426792040518095,0.00754482348858154,-0.0410950143308667,-0.0543038136484199,-0.0728687159291248,-0.104356673908492,-0.179198049777882,-0.242704751699416,-0.273577753101776,-0.241459107853521,-0.167329482432193,-0.0335562045316796,0.113382650119906,0.24167874687435,0.407868826164898,0.539159129276883,0.698131706349783,0.764613668810256,0.806467053677312,0.811314519331511,0.798115794982086,1.01935542044472,0.93067035316108,0.806002446444444,0.697705325186211,0.528731479444409
"4000001",9.12,"41303",491.4533888,0.179408741902553,0.220753161781247,0.144223345453151,0.140935729619115,0.135642832226632,0.128792523540846,0.118691252956735,0.092802685051771,0.0696006905275555,0.0696504253788387,0.0933382985553192,0.129161955560375,0.169451634644037,0.204037972617546,0.219853153560787,0.230268239840616,0.249658756132229,0.268879530971435,0.267138301530478,0.25526307015746,0.241541020485558,0.222730923693583,0.266302204865454,0.236732994111052,0.208513725227488,0.186347455086474,0.14430354334487
"4000001",9.12,"41304",292.1812595,0.223647885200634,0.434808403241366,0.136117651310069,0.110878723114773,0.0999253609715954,0.0858926121302276,0.063109739245817,0.00645887659971456,-0.0425667557305426,-0.0611887552382839,-0.0261752806271653,0.0344953923702404,0.137749243129744,0.252286417545638,0.346957738890123,0.461915051048841,0.546158389859664,0.643399098362562,0.682892309475188,0.702629561874298,0.697120485471621,0.678720172518878,0.817733167826551,0.747601082046996,0.64690425476645,0.563009237086499,0.423175718020124
"4000001",9.12,"41306",457.7935379,0.0905415370855544,0.386596772796527,0.202396924026146,0.202047685093574,0.196099935871832,0.188445478229995,0.177510559038472,0.148442161438473,0.122535339278778,0.0945427320356071,0.0942305147740638,0.100135287388048,0.148632089745965,0.225988772408232,0.309632108050911,0.424426423679335,0.482567011633372,0.558494465685182,0.592049210046786,0.613341471158777,0.606479700318959,0.593039919763516,0.61530050234356,0.573998475409383,0.490435739077288,0.418524816270334,0.307353246549631
"4000001",9.12,"41307",358.2484954,0.140863559390237,0.404998445152061,0.213059312209864,0.203809192639973,0.195028630610062,0.183741060449333,0.166649686519257,0.12272096483378,0.084028114410497,0.0720467482493471,0.101585831941576,0.150109892509059,0.225800679128123,0.308491864694963,0.372418189679827,0.44517111992917,0.500556692877429,0.562549387575254,0.578868026434272,0.577575233273264,0.560566401483502,0.534302032429003,0.604644338555277,0.550344171553236,0.47754789795189,0.417386199936744,0.315259762069226
"4000001",9.12,"41309",207.0766781,0.181343028420258,0.63981419991545,0.146550424270365,0.108359034618509,0.094410745430815,0.0740951731030965,0.0414361633134073,-0.0378759550854249,-0.105636241487346,-0.166265547142442,-0.162539903590822,-0.120261135840806,0.0160325792344986,0.199028187886565,0.388435066281541,0.646023885073225,0.8192648627707,1.03540634047722,1.12654403738878,1.18793156106637,1.18767059972526,1.16811691232565,1.3340256667914,1.23361383731509,1.05982629093429,0.905340793643591,0.676850832846474
"4000001",9.12,"41310",150.9,0.230028336303297,0.644844771932437,0.00643722717870232,-0.0586444573585542,-0.0748548885697442,-0.10093793475905,-0.144211726617232,-0.245817895944502,-0.330986393319804,-0.412164651019648,-0.420719465581267,-0.367853368452954,-0.196236282986631,0.0283902258565789,0.26607396986598,0.593786452977147,0.838682729101557,1.14445492675592,1.26872499783539,1.35527434989589,1.3625057353321,1.34405700925127,1.58799366778743,1.46474333729054,1.26040024218785,1.07244048121071,0.809298774860906
"4000001",9.12,"41311",210.2,0.31807622864957,0.447857142296205,-0.0350840542019233,-0.0908471431425683,-0.104578712893823,-0.12445405024084,-0.158465757321602,-0.238440510210651,-0.305946818334427,-0.349172543863831,-0.327539933268456,-0.26083393645111,-0.118948650646339,0.0461854789708094,0.201602344557111,0.411876333340014,0.568152453182362,0.763133035782789,0.849420614737622,0.909900970757477,0.922208904049303,0.914641040788906,1.15795937782508,1.06234229504055,0.917239071067026,0.789099696057172,0.595678489077327
"4000001",9.12,"41314",256.7691118,0.2154205515986,0.571975541461825,0.127136938173291,0.0957466759069286,0.0836208853149958,0.067651652570772,0.0415147660865707,-0.0230384536491156,-0.0784657899508045,-0.134052344311505,-0.12911125909377,-0.101525014794555,0.0171160638746672,0.196430398552511,0.366420152382034,0.581032988128184,0.73348046300797,0.940186867530223,1.03387738712269,1.1333545954603,1.14663575253695,1.14365436556859,1.29778266174933,1.20980537615038,1.03414301926052,0.868967036358011,0.610630754191373
"4000001",9.12,"41315",386.1,0.364741578933972,0.418002906649014,0.0926112991859001,0.0743489734462333,0.0660725463443916,0.0553540893371777,0.0381078845291999,-0.00369114713914942,-0.0406237525715058,-0.0922943543690765,-0.10574597796053,-0.112801377878926,-0.0460622008989724,0.0775903570655068,0.201373287897033,0.365712041399444,0.477101807086842,0.642358383789429,0.728393358111407,0.874068041138095,0.972473472227564,0.992522384532036,1.12192530402779,1.05995578760672,0.898524065503314,0.658155455605297,0.449502701854024
"4000001",9.12,"41316",345.0845005,0.174810651173179,0.388727413974358,0.186516560962251,0.173087701427506,0.163851967695054,0.151976211609515,0.133587645645198,0.0870124033998663,0.0461219871824927,0.0362482100075995,0.0700877263945907,0.125146344865401,0.205637174572348,0.289259784386205,0.350460689648148,0.418369560878283,0.475027967284748,0.537631870912026,0.554972572294159,0.554637121450154,0.539916455847168,0.515263737054451,0.606446407155436,0.550083952130092,0.478362213342681,0.419476865564882,0.3180327366052
"4000001",9.12,"41317",187.5095521,0.266259991151433,0.558057384977611,-0.00499401450181691,-0.0623892445430441,-0.0769959201422999,-0.0990416339871224,-0.136112127284137,-0.223429737026135,-0.297014032791084,-0.361939669420017,-0.359411258258067,-0.308837272443832,-0.157345655415401,0.0379851018402346,0.239738344295152,0.522671281038174,0.71630437463349,0.965056373873725,1.07510126036273,1.15521614782251,1.16873260341689,1.16015837602047,1.39633178466708,1.28914961967057,1.10865916327462,0.946293442915301,0.710470517717913
